Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,boundaryOf,discussion,displayName,hasAmountPlayer,hasBoundary,hasConstitutivePlayer,hasConstraint,hasConstraint,hasDependencyPlayerProperty,hasDimension,hasDivisorUnit,hasDynamicalParticipant,hasDynamicalPlayer,hasFlowPlayer,hasFlowSink,hasFlowSinkPlayer,hasFlowSource,hasFlowSourcePlayer,hasForcePlayer,hasForceSink,hasForceSource,hasInfoParticipant - pending,hasInfoSink,hasInfoSource,hasMathForm,hasMediatorParticipant,hasMomentumPlayer,hasMultiplierUnit,hasNegPropertyPlayer,hasPart,hasParticipant,hasPartOfProcess,hasPhysicalDomain,hasPosPropertyPlayer,hasProcessDependency,hasProperty,hasPropertyAttribute,hasPropertyAttribute deferred,hasPropertyPlayer,hasPropertyValue,hasReciprocal-SI-unit,hasReciprocalProperty,hasSI-unit,hasSIunit,hasSpatialCoordinate,hasSpatialScope,hasStructuralPartOfProcess,hasSubProcess,hasTemporalPartOfProcess,hasThermodynamicEntity,hasThermodynamicPlayer,hasThermoParticipant,hasThermoSink,hasThermoSource,hasTransactorParticipant,http://bhi.washington.edu/OPB#classTerm,http://bhi.washington.edu/OPB#discussion,http://data.bioontology.org/metadata/prefixIRI,http://purl.org/dc/elements/1.1/creator,http://purl.org/dc/elements/1.1/rights,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#incompatibleWith,http://www.w3.org/2002/07/owl#topDataProperty,http://www.w3.org/2002/07/owl#topObjectProperty,isPhysicalDomainFor,isThermodynamicEntityOf,IUPACclass,maps_to_BFOclass,occurenceOf,occursDuring,partOf,PATO_id,propertyOf,subProcessOf,successorOf,successorTo,synonym,synonym,wikipedia,x_deferred object prop
http://bhi.washington.edu/OPB#OPB_01596,Elastic potential energy dependency,,A dependency of the potential energy stored in an elastic entity due to changes of its shape,false,,,http://bhi.washington.edu/OPB#OPB_01447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01596,,,A dependency of the potential energy stored in an elastic entity due to changes of its shape,Elastic potential energy dependency,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01170,Algebraic state model,,,false,,,http://bhi.washington.edu/OPB#OPB_01166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01170,,,,Algebraic state model,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00458,Cylindrical coordinate system,,,false,,,http://bhi.washington.edu/OPB#OPB_00550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cylindrical coordinate system,,OPB:OPB_00458,,,,Cylindrical coordinate system,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01097,Surface normal tensile stress,,A tensile stress that is the amount of force normal to a surface region normalized to the area of the surface region.,false,,,http://bhi.washington.edu/OPB#OPB_01093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01097,,,A tensile stress that is the amount of force normal to a surface region normalized to the area of the surface region.,Surface normal tensile stress,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01621,Physical constant,,A physical quality that is a constitutive scalar that defines the ratio of a dynamical property to a property of a different type.,false,,,http://bhi.washington.edu/OPB#OPB_00147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01621,,,A physical quality that is a constitutive scalar that defines the ratio of a dynamical property to a property of a different type.,Physical constant,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01049,Minimal value event,,...that is a minimal value during an interval of a property value trajectory,false,,,http://bhi.washington.edu/OPB#OPB_01516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01049,,,...that is a minimal value during an interval of a property value trajectory,Minimal value event,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01633,Pump cotransport,,,false,,,http://bhi.washington.edu/OPB#OPB_01558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01633,,,,Pump cotransport,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01037,Property dependency graph model,,A physics network model in which nodes represent physical properties and arcs are dynamical dependencies by which property values depend upon one another.,false,,,http://bhi.washington.edu/OPB#OPB_01248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01037,,,A physics network model in which nodes represent physical properties and arcs are dynamical dependencies by which property values depend upon one another.,Property dependency graph model,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01597,Lineal density of mass,,,false,,,http://bhi.washington.edu/OPB#OPB_01450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01597,,,,Lineal density of mass,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01171,Calculus constraint,,A constraint dependency that mathematically expresses a property value as an integral or derivate of some other property value.,false,,,http://bhi.washington.edu/OPB#OPB_01404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01171,,,A constraint dependency that mathematically expresses a property value as an integral or derivate of some other property value.,Calculus constraint,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01353,Kilogram SI-unit,,A base SI-unit for mass,false,,,http://bhi.washington.edu/OPB#OPB_01372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01353,,,A base SI-unit for mass,Kilogram SI-unit,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01316,Thermodynamical dependency,,A physics dependency that relates values of thermodynamical properties to the values of dynamical properties or to other thermodynamical properties,false,,,http://bhi.washington.edu/OPB#OPB_01391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01316,,,A physics dependency that relates values of thermodynamical properties to the values of dynamical properties or to other thermodynamical properties,Thermodynamical dependency,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01542,Electrical inductive dependency,,,false,,,http://bhi.washington.edu/OPB#OPB_01520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A dynamical inductive dependency of an electrical entity's inductance property on its electrical current property.,OPB:OPB_01542,,,,Electrical inductive dependency,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01249,Square plate,,A plate shape whose perimeter is a square with equal sides.,false,,,http://bhi.washington.edu/OPB#OPB_01204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01249,,,A plate shape whose perimeter is a square with equal sides.,Square plate,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01648,Rotational mechanical transformer,,,false,,,http://bhi.washington.edu/OPB#OPB_01642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01648,,,,Rotational mechanical transformer,,,,,,,,,,,,,,,,gear,,,
http://bhi.washington.edu/OPB#OPB_01237,Charge volumetric density,,...that is the ratio of the amount of charge in a 3-dimensional spatial region to the volume of that region.,false,,,http://bhi.washington.edu/OPB#OPB_01219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01237,,,...that is the ratio of the amount of charge in a 3-dimensional spatial region to the volume of that region.,Charge volumetric density,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01186,Mechanical transformer process,,A transformer process whose rates are determined by a mechanical transformer dependency.,false,,,http://bhi.washington.edu/OPB#OPB_01719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01186,,,A transformer process whose rates are determined by a mechanical transformer dependency.,Mechanical transformer process,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01198,Solid force,,"A momentum driving force that acts to accelerate, displace, or deform a solid physical entity ",false,,,http://bhi.washington.edu/OPB#OPB_01365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01198,,,"A momentum driving force that acts to accelerate, displace, or deform a solid physical entity ",Solid force,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01005,Portion of chemical,,,false,,,http://bhi.washington.edu/OPB#OPB_01241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01005,,,,Portion of chemical,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01553,p-anion,,Decimal cologarithm of chemical activity,false,,,http://bhi.washington.edu/OPB#OPB_01537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01553,,,Decimal cologarithm of chemical activity,p-anion,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01405,Sum of rate properties,,A dynamical rate dependency that is a sum of rate property values.,false,,,http://bhi.washington.edu/OPB#OPB_01281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01405,,,A dynamical rate dependency that is a sum of rate property values.,Sum of rate properties,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01185,Diffusive transformer,,A constitutive process whose rates are determined by a diffusive transformer dependency.,false,,,http://bhi.washington.edu/OPB#OPB_01719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01185,,,A constitutive process whose rates are determined by a diffusive transformer dependency.,Diffusive transformer,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01554,pH,,Activity of anion for univalent protons,false,,,http://bhi.washington.edu/OPB#OPB_01553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01554,,,Activity of anion for univalent protons,pH,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00546,Constitutive proportionality of continuum,,A constitutive proportionality that is defined at a spatial point within a portion of material or a field,false,,,http://bhi.washington.edu/OPB#OPB_00055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_00546,,,A constitutive proportionality that is defined at a spatial point within a portion of material or a field,Constitutive proportionality of continuum,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01006,Lineal mechanical inductive dependency,,,false,,,http://bhi.washington.edu/OPB#OPB_01540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01006,,,,Lineal mechanical inductive dependency,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00147,Physics property,,"A physics real entity that is a physically observable attribute of physics continuant or process that can be represented as a scalar, vector or tensor, or as an aggregate of such measures, or as can be computationally derived from such measures.",false,,,http://bhi.washington.edu/OPB#OPB_01029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Physical properties classes are categorized according to the analytical domain in which they have meaning. For example, OPB:Dynamical properties apply to the domain of dynamical systems for which the concepts of thermodynamics have meaning, whereas OPB:Spatial properties apply to spatial and geometrical concepts that have no thermodynamic meaning. 

The representations of OPB:Information content and OPB:Statistical properties are deferred pending appropriate use-case needs.",OPB:OPB_00147,,,"A physics real entity that is a physically observable attribute of physics continuant or process that can be represented as a scalar, vector or tensor, or as an aggregate of such measures, or as can be computationally derived from such measures.",Physics property,,,,,,http://goldbook.iupac.org/list_goldbook_quantities_defs_A.html,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01397,Physics occurrent,,"A physics entity that is a temporal region, a physics dependency, or a physics change or process",false,,,http://bhi.washington.edu/OPB#OPB_01029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01397,,,"A physics entity that is a temporal region, a physics dependency, or a physics change or process",Physics occurrent,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00159,Zero-dimensional temporal region,,A temporal region that is a point or zero-dimensional temporal region,false,,,http://bhi.washington.edu/OPB#OPB_00510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_00159,,,A temporal region that is a point or zero-dimensional temporal region,Zero-dimensional temporal region,,,,,,,Zero-DimensionalTemporal Region,,,,,,,,,instant|point in time,,,
http://bhi.washington.edu/OPB#OPB_01616,Torque dimension,,,false,,,http://bhi.washington.edu/OPB#OPB_01492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01616,,,,Torque dimension,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00281,Potential energy field,,"An immaterial dynamical entity that is spatial distribution of potential energy due to the separation of material, charge, or magnetic monopoles",false,,,http://bhi.washington.edu/OPB#OPB_00518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_00281,,,"An immaterial dynamical entity that is spatial distribution of potential energy due to the separation of material, charge, or magnetic monopoles",Potential energy field,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01422,Weber SI-unit,,A derived SI-unit for magnetic flux,false,,,http://bhi.washington.edu/OPB#OPB_01377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01422,,,A derived SI-unit for magnetic flux,Weber SI-unit,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01604,Isobaric constraint,,A thermodynamic constraint that the fluid pressure within a dynamical entity is invariant both spatially and temporally.,false,,,http://bhi.washington.edu/OPB#OPB_01603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01604,,,A thermodynamic constraint that the fluid pressure within a dynamical entity is invariant both spatially and temporally.,Isobaric constraint,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01565,Van der waals bond,,,false,,,http://bhi.washington.edu/OPB#OPB_01523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01565,,,,Van der waals bond,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01154,Surface shear stress,,A shear stress that is the amount of force acting in the plane of a surface spatial region normalized to the area of the region.,false,,,http://bhi.washington.edu/OPB#OPB_01125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01154,,,A shear stress that is the amount of force acting in the plane of a surface spatial region normalized to the area of the region.,Surface shear stress,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01617,Lagrangian energy,,A portion of energy that is the difference in the amounts of kinetic and of potential energy that inhers in a dynamical entity,false,,,http://bhi.washington.edu/OPB#OPB_01317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joule SI-unit,,,,,,,,,,,,,,,OPB:OPB_01617,,,A portion of energy that is the difference in the amounts of kinetic and of potential energy that inhers in a dynamical entity,Lagrangian energy,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01142,Variability value,,Distributive property value that is a measure of the dispersion of magnitudes in a set or trajectory of values.,false,,,http://bhi.washington.edu/OPB#OPB_01047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01142,,,Distributive property value that is a measure of the dispersion of magnitudes in a set or trajectory of values.,Variability value,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01018,Sum of forces,,A sum of rate properties that holds for force properties.,false,,,http://bhi.washington.edu/OPB#OPB_01405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01018,,,A sum of rate properties that holds for force properties.,Sum of forces,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00389,Transducer dependency,,A constitutive dependency for two participants of different physical domains in which the products of force-times-rate of one participant equals the force-times-rate of the other participant,false,,,http://bhi.washington.edu/OPB#OPB_01339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The archetypical example of a transformer is the electrical tranformer of which there are no physiological examples. Here we generalize this class of dependencies to include transformations across dynamical domains according to subclass definitions and examples.

An example of the quantitative property dependency is: E1 = nE2, and nF1 = F2, where E and F are force and flow properties, respectively, of patticipants 1 and 2, and is a positive scalar transformer ratio..",OPB:OPB_00389,,,A constitutive dependency for two participants of different physical domains in which the products of force-times-rate of one participant equals the force-times-rate of the other participant,Transducer dependency,,,,,,,,,,,,,,,,transducer,,,
http://bhi.washington.edu/OPB#OPB_01111,Unbounded plate,,,false,,,http://bhi.washington.edu/OPB#OPB_01204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01111,,,,Unbounded plate,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01060,Physics state event,,A physics event that is a discrete change of physical state of a physical entity,false,,,http://bhi.washington.edu/OPB#OPB_01691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Occurrences of the class <physical process event> are discrete change in a process participant that occurs at an instant in time. Events serve to demarcate and define temporal boundaries (as in BFO:Process boundary) of the process occurrences. For example, the peak of the R-wave in an ECG could be taken to demarcate the beginning of ventricular systole.

Clearly, no physical event is truly discrete as that implies a change of physical dynamical state that occurs instantaneously which implies an infinite rate of energy flux; clearly, an impossibility. ",OPB:OPB_01060,,,A physics event that is a discrete change of physical state of a physical entity,Physics state event,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01205,Pipe form,,"A walled form that is a hollow cylinder, longer than it is wide, composed of a wall part that bounds a lumen part, except at the ends of the shape.",false,,,http://bhi.washington.edu/OPB#OPB_01263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01205,,,"A walled form that is a hollow cylinder, longer than it is wide, composed of a wall part that bounds a lumen part, except at the ends of the shape.",Pipe form,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01354,Kelvin SI-unit,,A base SI-unit for temperature,false,,,http://bhi.washington.edu/OPB#OPB_01372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01354,,,A base SI-unit for temperature,Kelvin SI-unit,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00116,Time dimension,,"defined as ""time"", a BASE dimension per:

Schadow, G., C. J. McDonald, J. G. Suico, U. Fohring and T. Tolxdorff (1999). ""Units of measure in clinical information systems."" J Am Med Inform Assoc 6(2): 151-162.  See:

http://www.ncbi.nlm.nih.gov/pmc/articles/PMC61354/pdf/0060151.pdf

and as 'time', a BASE dimension in:

IUPAC. (2011). ""A concise summary of Quantities, Units and Symbols in Physical Chemistry"", See:
 http://www.iupac.org/publications/ci/2011/3304/July11_green-sup-4p.pdf.
",false,,,http://bhi.washington.edu/OPB#OPB_01345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_00116,,,"defined as ""time"", a BASE dimension per:

Schadow, G., C. J. McDonald, J. G. Suico, U. Fohring and T. Tolxdorff (1999). ""Units of measure in clinical information systems."" J Am Med Inform Assoc 6(2): 151-162.  See:

http://www.ncbi.nlm.nih.gov/pmc/articles/PMC61354/pdf/0060151.pdf

and as 'time', a BASE dimension in:

IUPAC. (2011). ""A concise summary of Quantities, Units and Symbols in Physical Chemistry"", See:
 http://www.iupac.org/publications/ci/2011/3304/July11_green-sup-4p.pdf.
",Time dimension,,,,,,,,,,,,,,,,t|Time,,,
http://bhi.washington.edu/OPB#OPB_01169,Electrodiffusional potential,,A force property that drives the flux electrically-charged particles from one portion of particles to another according to the electrical charge and concentration of the particles.,false,,,http://bhi.washington.edu/OPB#OPB_01364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Measured as the difference in electric potential between two points or the difference in electric potential energy per unit charge between two points.,OPB:OPB_01169,,,A force property that drives the flux electrically-charged particles from one portion of particles to another according to the electrical charge and concentration of the particles.,Electrodiffusional potential,,,,,,,,,,,,,,,,voltage,,,
http://bhi.washington.edu/OPB#OPB_01112,Threshold value,,"",false,,,http://bhi.washington.edu/OPB#OPB_01699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01112,,,"",Threshold value,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00104,Fluid inertance,,"...that is the mass of a portion of fluid that is a participant in an ""ideal"" fluid inductance process",false,,,http://bhi.washington.edu/OPB#OPB_00132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_00104,,,"...that is the mass of a portion of fluid that is a participant in an ""ideal"" fluid inductance process",Fluid inertance,,,,,,,,,,,,,,,,fluid inductance|fluid inertance,,,
http://bhi.washington.edu/OPB#OPB_01291,Precondition dependency,,A process conditional dependency that defines a physical continuant state of process participants the is a necessary and sufficient condition to initiate an occurrence of the process.,false,,,http://bhi.washington.edu/OPB#OPB_01290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"formalized as a PSL:precondition axiom
formalized as a SC:precondition axiom",OPB:OPB_01291,,,A process conditional dependency that defines a physical continuant state of process participants the is a necessary and sufficient condition to initiate an occurrence of the process.,Precondition dependency,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01206,Tank form,,A walled form that is a hollow sphere composed of a wall part enclosing a  lumen part.,false,,,http://bhi.washington.edu/OPB#OPB_01263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01206,,,A walled form that is a hollow sphere composed of a wall part enclosing a  lumen part.,Tank form,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00190,Mass lineal density,,...that is the ratio of the amount of material in a 2-dimensional spatial region to the volume of that region.,false,,,http://bhi.washington.edu/OPB#OPB_00454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_00190,,,...that is the ratio of the amount of material in a 2-dimensional spatial region to the volume of that region.,Mass lineal density,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01510,Entropy domain,,Thermodynamical domain in which physics continuants each have and exchange portions of entropy.,false,,,http://bhi.washington.edu/OPB#OPB_00278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01510,,,Thermodynamical domain in which physics continuants each have and exchange portions of entropy.,Entropy domain,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01127,Fluid resistive flow process,,,false,,,http://bhi.washington.edu/OPB#OPB_01086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01127,,,,Fluid resistive flow process,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01139,Gravitational field potential energy dependency,,A dependency of the potential energy of a material entity due to vertical displacement in the earth's gravitational field.,false,,,http://bhi.washington.edu/OPB#OPB_01447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01139,,,A dependency of the potential energy of a material entity due to vertical displacement in the earth's gravitational field.,Gravitational field potential energy dependency,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Gravitational_energy,
http://bhi.washington.edu/OPB#OPB_01491,Sum of amounts,,A sum of state property which holds for amount properties,false,,,http://bhi.washington.edu/OPB#OPB_01406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01491,,,A sum of state property which holds for amount properties,Sum of amounts,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00268,Temporal duration,,Temporal property that is the amount of time between two temporal instants.,false,,,http://bhi.washington.edu/OPB#OPB_00400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Second SI-unit,,,,,,,,,,,,,,,OPB:OPB_00268,,,Temporal property that is the amount of time between two temporal instants.,Temporal duration,,,,,,,,,,,,,,,,time span|duration,,,
http://bhi.washington.edu/OPB#OPB_01443,Ion flow resistance per ion channel,,,false,,,http://bhi.washington.edu/OPB#OPB_01437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01443,,,,Ion flow resistance per ion channel,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01406,Sum of state properties,,A sum of properties for the state properties of more than one physical entity.,false,,,http://bhi.washington.edu/OPB#OPB_01281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01406,,,A sum of properties for the state properties of more than one physical entity.,Sum of state properties,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01710,Amount of gas,,A material amount of a portion of gas,false,,,http://bhi.washington.edu/OPB#OPB_01036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01710,,,A material amount of a portion of gas,Amount of gas,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01126,Chemical resistive flow process,,Force-driven flow process for which a chemical flow is driven by the chemical potentials of reactants,false,,,http://bhi.washington.edu/OPB#OPB_01086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01126,,,Force-driven flow process for which a chemical flow is driven by the chemical potentials of reactants,Chemical resistive flow process,,,,,,,,,,,,,,,,,,,
