Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,database_cross_reference,definition,has_obo_format_version,has_obo_namespace,has_related_synonym,http://data.bioontology.org/metadata/treeView,http://www.geneontology.org/formats/oboInOwl#auto-generated-by,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#default-namespace,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2004/02/skos/core#notation,is_a
http://purl.obolibrary.org/obo/SBO_0000517,number of a modifier,,"The amount, expressed as a number, of a specific modifier comprising an entity pool. This may be expressed, for example, as the number of molecules, or the number of moles. The participant role 'modifier' is defined in SBO:0000019.",false,,,http://purl.obolibrary.org/obo/SBO_0000503,,"The amount, expressed as a number, of a specific modifier comprising an entity pool. This may be expressed, for example, as the number of molecules, or the number of moles. The participant role 'modifier' is defined in SBO:0000019.",,sbo,,http://purl.obolibrary.org/obo/SBO_0000503,,,,SBO:0000517,,,number of a modifier,,SBO:0000517,
http://purl.obolibrary.org/obo/SBO_0000193,equilibrium or steady-state constant,,"Constant with the dimension of a powered concentration. It is determined at half-saturation, half-activity etc. ",false,,,http://purl.obolibrary.org/obo/SBO_0000308,,"Constant with the dimension of a powered concentration. It is determined at half-saturation, half-activity etc. ",,sbo,,http://purl.obolibrary.org/obo/SBO_0000308,,,,SBO:0000193,,,equilibrium or steady-state constant,,SBO:0000193,
http://purl.obolibrary.org/obo/SBO_0000058,"mass action rate law for third order irreversible reactions, two reactants",,Reaction scheme where the products are created from the reactants and the change of a product quantity is proportional to the product of reactant activities. The reaction scheme does not include any reverse process that creates the reactants from the products. The change of a product quantity is proportional to the quantity of one reactant and the square of the quantity of the other reactant.,false,,,http://purl.obolibrary.org/obo/SBO_0000055,,Reaction scheme where the products are created from the reactants and the change of a product quantity is proportional to the product of reactant activities. The reaction scheme does not include any reverse process that creates the reactants from the products. The change of a product quantity is proportional to the quantity of one reactant and the square of the quantity of the other reactant.,,sbo,,http://purl.obolibrary.org/obo/SBO_0000055,,,,SBO:0000058,,,"mass action rate law for third order irreversible reactions, two reactants",,SBO:0000058,
http://purl.obolibrary.org/obo/SBO_0000069,mass action rate law for zeroth order reversible reactions,,Reaction scheme where the products are created from the reactants and the change of a product quantity is proportional to the product of reactant activities.  The reaction scheme does include a reverse process that creates the reactants from the products. The rate of the forward process is constant.,false,,,http://purl.obolibrary.org/obo/SBO_0000042,,Reaction scheme where the products are created from the reactants and the change of a product quantity is proportional to the product of reactant activities.  The reaction scheme does include a reverse process that creates the reactants from the products. The rate of the forward process is constant.,,sbo,,http://purl.obolibrary.org/obo/SBO_0000042,,,,SBO:0000069,,,mass action rate law for zeroth order reversible reactions,,SBO:0000069,
http://purl.obolibrary.org/obo/SBO_0000540,fraction of an entity pool,,"A ratio that represents the quantity of a defined constituent entity over the total number of all constituent entities present. |see also http://goldbook.iupac.org/A00296.html
created in response to SourceForge term request [SF req #3154729]",false,,,http://purl.obolibrary.org/obo/SBO_0000360,,A ratio that represents the quantity of a defined constituent entity over the total number of all constituent entities present. ,,sbo,,http://purl.obolibrary.org/obo/SBO_0000360,,,,SBO:0000540,,"see also http://goldbook.iupac.org/A00296.html
created in response to SourceForge term request [SF req #3154729]",fraction of an entity pool,,SBO:0000540,
http://purl.obolibrary.org/obo/SBO_0000402,transfer of a chemical group,,Covalent reaction that results in the transfer of a chemical group from one molecule to another.|created 21/10/08,false,,,http://purl.obolibrary.org/obo/SBO_0000182,,Covalent reaction that results in the transfer of a chemical group from one molecule to another.,,sbo,,http://purl.obolibrary.org/obo/SBO_0000182,,,,SBO:0000402,,created 21/10/08,transfer of a chemical group,,SBO:0000402,
http://purl.obolibrary.org/obo/SBO_0000516,mass of substrate,,"The amount, expressed as a mass, of a specific substrate entity pool. The participant role 'substrate' is defined in SBO:0000015.",false,,,http://purl.obolibrary.org/obo/SBO_0000510,,"The amount, expressed as a mass, of a specific substrate entity pool. The participant role 'substrate' is defined in SBO:0000015.",,sbo,,http://purl.obolibrary.org/obo/SBO_0000510,,,,SBO:0000516,,,mass of substrate,,SBO:0000516,
http://purl.obolibrary.org/obo/SBO_0000563,"mass action like rate law for second order irreversible reactions, one reactant, one essential stimulator, continuous scheme",,"Reaction scheme where the products are created from a reactant and the change of a product quantity is proportional to the product of the reactant and the stimulator activities. The reaction scheme does not include any reverse process that creates the reactant from the products. The change of a product quantity is proportional to the quantity of the reactant and the stimulator. It is to be used in a reaction modelled using a continuous framework.<math xmlns=""http://www.w3.org/1998/Math/MathML"">
<semantics definitionURL=""http://biomodels.net/SBO/#SBO:0000062"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000036"">k</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000509"">R</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000524"">A</ci></bvar>
     <apply>
         <times/>
         <ci>k</ci>
         <ci>R</ci>
         <ci>A</ci>
     </apply>
   </lambda>
</semantics>
</math> |created on request of LE; [SF req #3325167]",false,,,http://purl.obolibrary.org/obo/SBO_0000562,,"Reaction scheme where the products are created from a reactant and the change of a product quantity is proportional to the product of the reactant and the stimulator activities. The reaction scheme does not include any reverse process that creates the reactant from the products. The change of a product quantity is proportional to the quantity of the reactant and the stimulator. It is to be used in a reaction modelled using a continuous framework.<math xmlns=""http://www.w3.org/1998/Math/MathML"">
<semantics definitionURL=""http://biomodels.net/SBO/#SBO:0000062"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000036"">k</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000509"">R</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000524"">A</ci></bvar>
     <apply>
         <times/>
         <ci>k</ci>
         <ci>R</ci>
         <ci>A</ci>
     </apply>
   </lambda>
</semantics>
</math> ",,sbo,,http://purl.obolibrary.org/obo/SBO_0000562,,,,SBO:0000563,,created on request of LE; [SF req #3325167],"mass action like rate law for second order irreversible reactions, one reactant, one essential stimulator, continuous scheme",,SBO:0000563,
http://purl.obolibrary.org/obo/SBO_0000412,biological activity,,"The potential action that a biological entity has on other entities. Example are enzymatic activity, binding activity etc.|Created by Nicolas Le Novere for SBGN purpose",false,,,http://purl.obolibrary.org/obo/SBO_0000231,,"The potential action that a biological entity has on other entities. Example are enzymatic activity, binding activity etc.",,sbo,,http://purl.obolibrary.org/obo/SBO_0000231,,,,SBO:0000412,,Created by Nicolas Le Novere for SBGN purpose,biological activity,,SBO:0000412,
http://purl.obolibrary.org/obo/SBO_0000401,deamination,,"Removal of an amine group from a molecule, often under the addition of water",false,,,http://purl.obolibrary.org/obo/SBO_0000211,,"Removal of an amine group from a molecule, often under the addition of water",,sbo,,http://purl.obolibrary.org/obo/SBO_0000211,,,,SBO:0000401,,,deamination,,SBO:0000401,
http://purl.obolibrary.org/obo/SBO_0000324,forward maximal velocity,Vmaxf,"Limiting maximal velocity of the forward reaction of a reversible enzyme, reached when the substrate is in large excess and all the enzyme is complexed.<math xmlns=""http://www.w3.org/1998/Math/MathML"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000505"">Et</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000320"">kcatp</ci></bvar>
     <apply>
       <times/>
         <ci>Et</ci>
         <ci>kcatp</ci>
     </apply>
   </lambda>
</math>|The symbol Vmax and the names maximum rate and maximum velocity are in widespread use although under normal circumstances there is no finite substrate concentration at which v = V and hence no maximum in the mathematical sense (Eur. J. Biochem. 128:281-291).",false,,,http://purl.obolibrary.org/obo/SBO_0000186|http://purl.obolibrary.org/obo/SBO_0000350,,"Limiting maximal velocity of the forward reaction of a reversible enzyme, reached when the substrate is in large excess and all the enzyme is complexed.<math xmlns=""http://www.w3.org/1998/Math/MathML"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000505"">Et</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000320"">kcatp</ci></bvar>
     <apply>
       <times/>
         <ci>Et</ci>
         <ci>kcatp</ci>
     </apply>
   </lambda>
</math>",,sbo,Vmaxf,http://purl.obolibrary.org/obo/SBO_0000186|http://purl.obolibrary.org/obo/SBO_0000350,,,,SBO:0000324,,The symbol Vmax and the names maximum rate and maximum velocity are in widespread use although under normal circumstances there is no finite substrate concentration at which v = V and hence no maximum in the mathematical sense (Eur. J. Biochem. 128:281-291).,forward maximal velocity,,SBO:0000324,
http://purl.obolibrary.org/obo/SBO_0000371,Michaelis constant in quasi-steady state situation,,Michaelis constant derived using a steady-state assumption for enzyme-substrate and enzyme-product intermediates. For example see Briggs-Haldane equation (SBO:0000031).|Created 11th July 2008 by Nick Juty (with Lukas Endler and Nicolas Le Novere),false,,,http://purl.obolibrary.org/obo/SBO_0000370,,Michaelis constant derived using a steady-state assumption for enzyme-substrate and enzyme-product intermediates. For example see Briggs-Haldane equation (SBO:0000031).,,sbo,,http://purl.obolibrary.org/obo/SBO_0000370,,,,SBO:0000371,,Created 11th July 2008 by Nick Juty (with Lukas Endler and Nicolas Le Novere),Michaelis constant in quasi-steady state situation,,SBO:0000371,
http://purl.obolibrary.org/obo/SBO_0000059,"mass action rate law for third order irreversible reactions, two reactants, continuous scheme",,"Reaction scheme where the products are created from the reactants and the change of a product quantity is proportional to the product of reactant activities. The reaction scheme does not include any reverse process that creates the reactants from the products. The change of a product quantity is proportional to the quantity of one reactant and the square of the quantity of the other reactant. It is to be used in a reaction modelled using a continuous framework.<math xmlns=""http://www.w3.org/1998/Math/MathML"">
<semantics definitionURL=""http://biomodels.net/SBO/#SBO:0000062"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000037"">k</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000509"">R1</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000509"">R2</ci></bvar>
     <apply>
         <times/>
         <ci>k</ci>
         <ci>R1</ci>
         <ci>R1</ci>
         <ci>R2</ci>
     </apply>
   </lambda>
</semantics>
</math>",false,,,http://purl.obolibrary.org/obo/SBO_0000058|http://purl.obolibrary.org/obo/SBO_0000163,,"Reaction scheme where the products are created from the reactants and the change of a product quantity is proportional to the product of reactant activities. The reaction scheme does not include any reverse process that creates the reactants from the products. The change of a product quantity is proportional to the quantity of one reactant and the square of the quantity of the other reactant. It is to be used in a reaction modelled using a continuous framework.<math xmlns=""http://www.w3.org/1998/Math/MathML"">
<semantics definitionURL=""http://biomodels.net/SBO/#SBO:0000062"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000037"">k</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000509"">R1</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000509"">R2</ci></bvar>
     <apply>
         <times/>
         <ci>k</ci>
         <ci>R1</ci>
         <ci>R1</ci>
         <ci>R2</ci>
     </apply>
   </lambda>
</semantics>
</math>",,sbo,,http://purl.obolibrary.org/obo/SBO_0000058|http://purl.obolibrary.org/obo/SBO_0000163,,,,SBO:0000059,,,"mass action rate law for third order irreversible reactions, two reactants, continuous scheme",,SBO:0000059,
http://purl.obolibrary.org/obo/SBO_0000302,catalytic efficiency,,"Constant representing the actual efficiency of an enzyme, taking into account its microscopic catalytic activity and the rates of substrate binding and dissociation.<math xmlns=""http://www.w3.org/1998/Math/MathML"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000025"">kcat</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000027"">Km</ci></bvar>
     <apply>
       <divide/>
         <ci>kcat</ci>
         <ci>Km</ci>
     </apply>
   </lambda>
</math>|Created on January 20 2007 by Nicolas Le Novere",false,,,http://purl.obolibrary.org/obo/SBO_0000036,,"Constant representing the actual efficiency of an enzyme, taking into account its microscopic catalytic activity and the rates of substrate binding and dissociation.<math xmlns=""http://www.w3.org/1998/Math/MathML"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000025"">kcat</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000027"">Km</ci></bvar>
     <apply>
       <divide/>
         <ci>kcat</ci>
         <ci>Km</ci>
     </apply>
   </lambda>
</math>",,sbo,,http://purl.obolibrary.org/obo/SBO_0000036,,,,SBO:0000302,,Created on January 20 2007 by Nicolas Le Novere,catalytic efficiency,,SBO:0000302,
http://purl.obolibrary.org/obo/SBO_0000649,biomass,,"A composite representation of material entities required for organismal growth. It includes macromolecular content (eg. cellular protein fraction), metabolic constitution of each fraction (eg. amino acids), and atomic composition (eg. nitrogen atoms).|Created in response to [SF req #120]",false,,,http://purl.obolibrary.org/obo/SBO_0000241,,"A composite representation of material entities required for organismal growth. It includes macromolecular content (eg. cellular protein fraction), metabolic constitution of each fraction (eg. amino acids), and atomic composition (eg. nitrogen atoms).",,sbo,,http://purl.obolibrary.org/obo/SBO_0000241,,,,SBO:0000649,,Created in response to [SF req #120],biomass,,SBO:0000649,
http://purl.obolibrary.org/obo/SBO_0000010,reactant,,"Substance consumed by a chemical reaction. Reactants react with each other to form the products of a chemical reaction. In a chemical equation the Reactants are the elements or compounds on the left hand side of the reaction equation. A reactant can be consumed and produced by the same reaction, its global quantity remaining unchanged.",false,,,http://purl.obolibrary.org/obo/SBO_0000003,,"Substance consumed by a chemical reaction. Reactants react with each other to form the products of a chemical reaction. In a chemical equation the Reactants are the elements or compounds on the left hand side of the reaction equation. A reactant can be consumed and produced by the same reaction, its global quantity remaining unchanged.",,sbo,,http://purl.obolibrary.org/obo/SBO_0000003,,,,SBO:0000010,,,reactant,,SBO:0000010,
http://purl.obolibrary.org/obo/SBO_0000413,positional relationship,,"The connectedness between entities as related by their position
",false,,,http://purl.obolibrary.org/obo/SBO_0000374,,"The connectedness between entities as related by their position
",,sbo,,http://purl.obolibrary.org/obo/SBO_0000374,,,,SBO:0000413,,,positional relationship,,SBO:0000413,
http://purl.obolibrary.org/obo/SBO_0000325,reverse maximal velocity,Vmaxr,"Limiting maximal velocity of the reverse reaction of a reversible enzyme, reached when the product is in large excess and all the enzyme is complexed.<math xmlns=""http://www.w3.org/1998/Math/MathML"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000505"">Et</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000321"">kcats</ci></bvar>
     <apply>
       <times/>
         <ci>Et</ci>
         <ci>kcats</ci>
     </apply>
   </lambda>
</math>|The symbol Vmax and the names maximum rate and maximum velocity are in widespread use although under normal circumstances there is no finite substrate concentration at which v = V and hence no maximum in the mathematical sense (Eur. J. Biochem. 128:281-291).",false,,,http://purl.obolibrary.org/obo/SBO_0000186|http://purl.obolibrary.org/obo/SBO_0000353,,"Limiting maximal velocity of the reverse reaction of a reversible enzyme, reached when the product is in large excess and all the enzyme is complexed.<math xmlns=""http://www.w3.org/1998/Math/MathML"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000505"">Et</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000321"">kcats</ci></bvar>
     <apply>
       <times/>
         <ci>Et</ci>
         <ci>kcats</ci>
     </apply>
   </lambda>
</math>",,sbo,Vmaxr,http://purl.obolibrary.org/obo/SBO_0000186|http://purl.obolibrary.org/obo/SBO_0000353,,,,SBO:0000325,,The symbol Vmax and the names maximum rate and maximum velocity are in widespread use although under normal circumstances there is no finite substrate concentration at which v = V and hence no maximum in the mathematical sense (Eur. J. Biochem. 128:281-291).,reverse maximal velocity,,SBO:0000325,
http://purl.obolibrary.org/obo/SBO_0000336,interactor,,Entity participating in a physical or functional interaction.|Created on January 31 2008 on the suggestion of Samuel Kerrien.,false,,,http://purl.obolibrary.org/obo/SBO_0000010,,Entity participating in a physical or functional interaction.,,sbo,,http://purl.obolibrary.org/obo/SBO_0000010,,,,SBO:0000336,,Created on January 31 2008 on the suggestion of Samuel Kerrien.,interactor,,SBO:0000336,
http://purl.obolibrary.org/obo/SBO_0000600,input port,,A connection point to an element in a model that indicates that the element's mathematical interpretation is defined outside the model.|created in response to request [SF req #3509733],false,,,http://purl.obolibrary.org/obo/SBO_0000599,,A connection point to an element in a model that indicates that the element's mathematical interpretation is defined outside the model.,,sbo,,http://purl.obolibrary.org/obo/SBO_0000599,,,,SBO:0000600,,created in response to request [SF req #3509733],input port,,SBO:0000600,
http://purl.obolibrary.org/obo/SBO_0000312,mature messenger RNA,,"Completely processed single strand of messenger ribonucleic acid (mRNA), synthesized from a DNA template in the nucleus of a cell by transcription and containing copies of only the exons of a gene.|Created on March 12 2007 by Nicolas Le Novere with help from Laure Gambardella",false,,,http://purl.obolibrary.org/obo/SBO_0000278,,"Completely processed single strand of messenger ribonucleic acid (mRNA), synthesized from a DNA template in the nucleus of a cell by transcription and containing copies of only the exons of a gene.",,sbo,,http://purl.obolibrary.org/obo/SBO_0000278,,,,SBO:0000312,,Created on March 12 2007 by Nicolas Le Novere with help from Laure Gambardella,mature messenger RNA,,SBO:0000312,
http://purl.obolibrary.org/obo/SBO_0000301,total catalytic efficiency,,"Constant representing the actual efficiency of an enzyme at a given concentration, taking into account its microscopic catalytic activity and the rates of substrate binding and dissociation.

NB. The symbol Vmax and the names maximum rate and maximum velocity are in widespread use although under normal circumstances there is no finite substrate concentration at which v = V and hence no maximum in the mathematical sense (Eur. J. Biochem. 128:281-291).<math xmlns=""http://www.w3.org/1998/Math/MathML"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000186"">Vmax</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000027"">Km</ci></bvar>
     <apply>
       <divide/>
         <ci>Vmax</ci>
         <ci>Km</ci>
     </apply>
   </lambda>
</math>
|Created on January 20 2007 by Nicolas Le Novere
May 15 2008: Added a note of usage of Vmax following comment from Andreas Draeger",false,,,http://purl.obolibrary.org/obo/SBO_0000035,,"Constant representing the actual efficiency of an enzyme at a given concentration, taking into account its microscopic catalytic activity and the rates of substrate binding and dissociation.

NB. The symbol Vmax and the names maximum rate and maximum velocity are in widespread use although under normal circumstances there is no finite substrate concentration at which v = V and hence no maximum in the mathematical sense (Eur. J. Biochem. 128:281-291).<math xmlns=""http://www.w3.org/1998/Math/MathML"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000186"">Vmax</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000027"">Km</ci></bvar>
     <apply>
       <divide/>
         <ci>Vmax</ci>
         <ci>Km</ci>
     </apply>
   </lambda>
</math>
",,sbo,,http://purl.obolibrary.org/obo/SBO_0000035,,,,SBO:0000301,,"Created on January 20 2007 by Nicolas Le Novere
May 15 2008: Added a note of usage of Vmax following comment from Andreas Draeger",total catalytic efficiency,,SBO:0000301,
http://purl.obolibrary.org/obo/SBO_0000231,occurring entity representation,,"Representation of an entity that manifests, unfolds or develops through time, such as a discrete event, or a mutual or reciprocal action or influence that happens between participating physical entities, and/or other occurring entities. |modified as part of ontology 'refactoring' process [SF bug #3172586]
Name changed to ""interaction"" on November 18 2008 by Nicolas Le Novere.
Definition changed to mention interaction with other interactions, in order to cover ""process"" and ""relationship"".",false,,,http://purl.obolibrary.org/obo/SBO_0000000,,"Representation of an entity that manifests, unfolds or develops through time, such as a discrete event, or a mutual or reciprocal action or influence that happens between participating physical entities, and/or other occurring entities. ",,sbo,,http://purl.obolibrary.org/obo/SBO_0000000,,,,SBO:0000231,,"modified as part of ontology 'refactoring' process [SF bug #3172586]
Name changed to ""interaction"" on November 18 2008 by Nicolas Le Novere.
Definition changed to mention interaction with other interactions, in order to cover ""process"" and ""relationship"".",occurring entity representation,,SBO:0000231,
http://purl.obolibrary.org/obo/SBO_0000220,sulfation,sulphation,Addition of a sulfate group (SO4--) to a chemical entity. |Added on September 13 2006 by Nicolas Le Novere.,false,,,http://purl.obolibrary.org/obo/SBO_0000210,,Addition of a sulfate group (SO4--) to a chemical entity. ,,sbo,sulphation,http://purl.obolibrary.org/obo/SBO_0000210,,,,SBO:0000220,,Added on September 13 2006 by Nicolas Le Novere.,sulfation,,SBO:0000220,
http://purl.obolibrary.org/obo/SBO_0000580,Gibbs free energy,Gibbs function|Gibbs energy|free enthalpy,"A thermodynamic potential that measures the useful work obtainable from a
thermodynamic system at constant pressure and temperature. Its natural
variables are pressure (p) and temperature (T) and the definition is: G =
H - TS. Gibbs free energy is minimised when a system reaches equilibrium
at constant pressure and temperature. The standard unit of measure is
kJ/mol.
symbol: G|created in response to [SF req #3286595]; assistance from Wolfram; see also http://en.wikipedia.org/wiki/Gibbs_free_energy",false,,,http://purl.obolibrary.org/obo/SBO_0000571,,"A thermodynamic potential that measures the useful work obtainable from a
thermodynamic system at constant pressure and temperature. Its natural
variables are pressure (p) and temperature (T) and the definition is: G =
H - TS. Gibbs free energy is minimised when a system reaches equilibrium
at constant pressure and temperature. The standard unit of measure is
kJ/mol.
symbol: G",,sbo,Gibbs function|Gibbs energy|free enthalpy,http://purl.obolibrary.org/obo/SBO_0000571,,,,SBO:0000580,,created in response to [SF req #3286595]; assistance from Wolfram; see also http://en.wikipedia.org/wiki/Gibbs_free_energy,Gibbs free energy,,SBO:0000580,
http://purl.obolibrary.org/obo/SBO_0000623,ionic strength,,"A combined (weighted) measure of the concentration of all electrolytes present in a solution. It is calculated as a half of the sum over all the ions in the solution multiplied by the square of individual ionic valencies. Monovalent electrolytes have a concentration equal to their ionic strength while multivalent electrolytes have greater ionic strength, directly proportional to ionic valency. Symbol: I|created in response to [SF req #107]",false,,,http://purl.obolibrary.org/obo/SBO_0000002,,"A combined (weighted) measure of the concentration of all electrolytes present in a solution. It is calculated as a half of the sum over all the ions in the solution multiplied by the square of individual ionic valencies. Monovalent electrolytes have a concentration equal to their ionic strength while multivalent electrolytes have greater ionic strength, directly proportional to ionic valency. Symbol: I",,sbo,,http://purl.obolibrary.org/obo/SBO_0000002,,,,SBO:0000623,,created in response to [SF req #107],ionic strength,,SBO:0000623,
http://purl.obolibrary.org/obo/SBO_0000634,DNA segment,,Fragment or region of a DNA macromolecule.|created in response to  [SF req #115],false,,,http://purl.obolibrary.org/obo/SBO_0000354,,Fragment or region of a DNA macromolecule.,,sbo,,http://purl.obolibrary.org/obo/SBO_0000354,,,,SBO:0000634,,created in response to  [SF req #115],DNA segment,,SBO:0000634,
http://purl.obolibrary.org/obo/SBO_0000645,template,,An entity that acts as the starting material for genetic production (http://identifiers.org/biomodels.sbo/SBO:0000589).|Created in response to [SF req #116],false,,,http://purl.obolibrary.org/obo/SBO_0000003,,An entity that acts as the starting material for genetic production (http://identifiers.org/biomodels.sbo/SBO:0000589).,,sbo,,http://purl.obolibrary.org/obo/SBO_0000003,,,,SBO:0000645,,Created in response to [SF req #116],template,,SBO:0000645,
http://purl.obolibrary.org/obo/SBO_0000335,gene coding region,,"Portion of DNA or RNA that is transcribed into another RNA, such as a messenger RNA or a non-coding RNA (for instance a transfert RNA or a ribosomal RNA).|Created on January 03 2008 by Nicolas Le Novere",false,,,http://purl.obolibrary.org/obo/SBO_0000354,,"Portion of DNA or RNA that is transcribed into another RNA, such as a messenger RNA or a non-coding RNA (for instance a transfert RNA or a ribosomal RNA).",,sbo,,http://purl.obolibrary.org/obo/SBO_0000354,,,,SBO:0000335,,Created on January 03 2008 by Nicolas Le Novere,gene coding region,,SBO:0000335,
http://purl.obolibrary.org/obo/SBO_0000346,temporal measure,,"Fundamental quantity of the measuring system used to sequence events, to compare the durations of events and the intervals between them, and to quantify the motions or the transformation of entities. The SI base unit for time is the SI second. The second is the duration of 9,192,631,770 periods of the radiation corresponding to the transition between the two hyperfine levels of the ground state of the caesium 133 atom.",false,,,http://purl.obolibrary.org/obo/SBO_0000002,,"Fundamental quantity of the measuring system used to sequence events, to compare the durations of events and the intervals between them, and to quantify the motions or the transformation of entities. The SI base unit for time is the SI second. The second is the duration of 9,192,631,770 periods of the radiation corresponding to the transition between the two hyperfine levels of the ground state of the caesium 133 atom.",,sbo,,http://purl.obolibrary.org/obo/SBO_0000002,,,,SBO:0000346,,,temporal measure,,SBO:0000346,
http://purl.obolibrary.org/obo/SBO_0000610,growth rate,,"A measure of the rate of growth of an organism, usually in culture. This can be expressed as increase in cell number or, more usually as an increase in dry weight of cells (grams), measured over a unit time period. Usually expressed as hour -1.",false,,,http://purl.obolibrary.org/obo/SBO_0000002,,"A measure of the rate of growth of an organism, usually in culture. This can be expressed as increase in cell number or, more usually as an increase in dry weight of cells (grams), measured over a unit time period. Usually expressed as hour -1.",,sbo,,http://purl.obolibrary.org/obo/SBO_0000002,,,,SBO:0000610,,,growth rate,,SBO:0000610,
http://purl.obolibrary.org/obo/SBO_0000186,maximal velocity,Vmax,"Limiting maximal velocity of an enzymatic reaction, reached when the substrate is in large excess and all the enzyme is complexed.<math xmlns=""http://www.w3.org/1998/Math/MathML"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000505"">Et</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000025"">kcat</ci></bvar>
     <apply>
       <times/>
         <ci>Et</ci>
         <ci>kcat</ci>
     </apply>
   </lambda>
</math>|The symbol Vmax and the names maximum rate and maximum velocity are in widespread use although under normal circumstances there is no finite substrate concentration at which v = V and hence no maximum in the mathematical sense (Eur. J. Biochem. 128:281-291).",false,,,http://purl.obolibrary.org/obo/SBO_0000046,,"Limiting maximal velocity of an enzymatic reaction, reached when the substrate is in large excess and all the enzyme is complexed.<math xmlns=""http://www.w3.org/1998/Math/MathML"">
   <lambda>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000505"">Et</ci></bvar>
     <bvar><ci definitionURL=""http://biomodels.net/SBO/#SBO:0000025"">kcat</ci></bvar>
     <apply>
       <times/>
         <ci>Et</ci>
         <ci>kcat</ci>
     </apply>
   </lambda>
</math>",,sbo,Vmax,http://purl.obolibrary.org/obo/SBO_0000046,,,,SBO:0000186,,The symbol Vmax and the names maximum rate and maximum velocity are in widespread use although under normal circumstances there is no finite substrate concentration at which v = V and hence no maximum in the mathematical sense (Eur. J. Biochem. 128:281-291).,maximal velocity,,SBO:0000186,
http://purl.obolibrary.org/obo/SBO_0000175,xor,exclusive or,Only one of the preceding events or participating entities can perform the control at one time.,false,,,http://purl.obolibrary.org/obo/SBO_0000237,,Only one of the preceding events or participating entities can perform the control at one time.,,sbo,exclusive or,http://purl.obolibrary.org/obo/SBO_0000237,,,,SBO:0000175,,,xor,,SBO:0000175,
http://purl.obolibrary.org/obo/SBO_0000382,biochemical exponential coefficient,,"number used as an exponential factor for quantities, expressions or functions |created by Lukas Endler and Nick Juty - 17/9/08",false,,,http://purl.obolibrary.org/obo/SBO_0000380,,"number used as an exponential factor for quantities, expressions or functions ",,sbo,,http://purl.obolibrary.org/obo/SBO_0000380,,,,SBO:0000382,,created by Lukas Endler and Nick Juty - 17/9/08,biochemical exponential coefficient,,SBO:0000382,
